District,Month,Visitors,Year
Nizamabad,April,0,2024
Nizamabad,May,0,2024
Nizamabad,June,0,2024
Nizamabad,July,0,2024
Nizamabad,August,0,2024
Nizamabad,September,0,2024
Nizamabad,October,0,2024
Nizamabad,November,0,2024
Nizamabad,December,0,2024
Peddapalli,January,0,2024
Peddapalli,February,0,2024
Peddapalli,March,0,2024
Peddapalli,April,0,2024
Peddapalli,May,0,2024
Peddapalli,June,0,2024
Peddapalli,July,0,2024
Peddapalli,August,0,2024
Peddapalli,September,0,2024
Peddapalli,October,0,2024
Peddapalli,November,0,2024
Peddapalli,December,0,2024
Rajanna Sircilla,January,0,2024
Rajanna Sircilla,February,0,2024
Rajanna Sircilla,March,0,2024
Rajanna Sircilla,April,0,2024
Rajanna Sircilla,May,0,2024
Rajanna Sircilla,June,0,2024
Rajanna Sircilla,July,0,2024
Rajanna Sircilla,August,0,2024
Rajanna Sircilla,September,0,2024
Rajanna Sircilla,October,0,2024
Rajanna Sircilla,November,0,2024
Rajanna Sircilla,December,0,2024
Sangareddy,January,0,2024
Sangareddy,February,0,2024
Sangareddy,March,0,2024
Sangareddy,April,0,2024
Sangareddy,May,0,2024
Sangareddy,June,0,2024
Sangareddy,July,0,2024
Sangareddy,August,0,2024
Sangareddy,September,0,2024
Sangareddy,October,0,2024
Sangareddy,November,0,2024
Sangareddy,December,0,2024
Siddipet,January,0,2024
Siddipet,February,0,2024
Siddipet,March,0,2024
Siddipet,April,0,2024
Siddipet,May,0,2024
Siddipet,June,0,2024
Siddipet,July,0,2024
Siddipet,August,0,2024
Siddipet,September,0,2024
Siddipet,October,0,2024
Siddipet,November,0,2024
Siddipet,December,0,2024
Wanaparthy,January,0,2024
Wanaparthy,February,0,2024
Wanaparthy,March,0,2024
Wanaparthy,April,0,2024
Wanaparthy,May,0,2024
Wanaparthy,June,0,2024
Wanaparthy,July,0,2024
Wanaparthy,August,0,2024
Wanaparthy,September,0,2024
Wanaparthy,October,0,2024
Wanaparthy,November,0,2024
Wanaparthy,December,0,2024
Warangal (Rural),January,15,2024
Warangal (Rural),February,15,2024
Warangal (Rural),March,10,2024
Warangal (Rural),April,8,2024
Warangal (Rural),May,8,2024
Warangal (Rural),June,10,2024
Warangal (Rural),July,10,2024
Warangal (Rural),August,10,2024
Warangal (Rural),September,10,2024
Warangal (Rural),October,10,2024
Warangal (Rural),November,10,2024
Warangal (Rural),December,12,2024
Yadadri Bhongir,January,5,2024
Yadadri Bhongir,February,0,2024
Yadadri Bhongir,March,0,2024
Yadadri Bhongir,April,0,2024
Yadadri Bhongir,May,1,2024
Yadadri Bhongir,June,0,2024
Yadadri Bhongir,July,2,2024
Yadadri Bhongir,August,0,2024
Yadadri Bhongir,September,0,2024
Yadadri Bhongir,October,0,2024
Yadadri Bhongir,November,0,2024
Yadadri Bhongir,December,2,2024






